id,name,unit,sellingPrice,purchasePrice,initStock,repackageStock,invoiceCheck,categoryId,createdAt,updatedAt
6750572557888,Áo thun thể thao size XS,cái,40000,22000,0,0,0,,,
675057255788f,Apro 500gr,gói,28000,21500,54,0,1,,,1759462469
67505725578a0,Balo Hello Cat,cái,195000,135000,27,0,0,,,1734452620
67505725578a8,Balo phi hành gia ,cái,195000,135000,2,0,0,,,1734452609
67505725578b0,Balo phi hành gia hình vịt,cái,205000,145000,3,0,0,,,1734452604
67505725578b8,Balo tai mèo họa tiết,cái,240000,170000,0,0,0,,,1734452637
67505725578bf,Bàn cào móng gợn sóng,cái,70000,25000,6,0,0,,,1734453553
67505725578c7,Bàn cào móng thay lõi,cái,145000,90000,4,0,0,,,1734453542
67505725578d1,Bàn chải tắm,cái,30000,13500,21,0,0,,,1734454107
67505725578e8,Bát ăn chống gù,cái,50000,27000,0,0,0,,,1734450988
67505725578f0,Bát ăn gắn chuồng,cái,60000,26000,0,0,0,,,1734451256
67505725578f8,Bát ăn gắn chuồng bí ngô lớn (kèm bát inox),cái,80000,0,3,0,0,,,1734451012
67505725578ff,Bát ăn uống tự động ,cái,220000,145000,3,0,0,,,1734451247
6750572557907,Bát đôi tai gấu,cái,60000,25000,0,0,0,,,1734450967
6750572557910,Bát đơn inox size 1,cái,45000,21505,6,0,0,,,1734451044
6750572557918,Bát đơn inox size 2,cái,55000,26565,1,0,0,,,1734451237
6750572557920,Bát đơn inox size 3,cái,65000,35420,0,0,0,,,1734451063
6750572557928,Bát đơn inox size 4,cái,75000,35000,6,0,0,,,1734451079
675057255792f,Bát ếch đôi (kèm bát inox),cái,70000,31320,0,0,0,,,1734451225
6750572557937,Bát nhựa đôi size lớn,cái,60000,25560,0,0,0,,,1734451204
675057255793f,Bát nhựa đơn 01,cái,20000,4080,0,0,0,,,1734451148
6750572557948,Bát nhựa đơn 02,cái,30000,6960,0,0,0,,,1734451181
6750572557950,Bát nhựa đơn 03,cái,40000,10800,0,0,0,,,1734451162
6750572557958,Bát nhựa đơn 04,cái,50000,14280,0,0,0,,,1734451155
6750572557960,Bát xương đôi,cái,30000,8520,11,0,0,,,1734451129
6750572557967,Bình sữa lớn,cái,50000,27000,11,0,0,,,1734452580
675057255796f,Bình sữa nhỏ,cái,35000,20000,8,0,0,,,1734452574
6750572557977,Bình treo chuồng,cái,50000,25000,1,0,0,,,1734454122
675057255797f,Bộ kiềm dũa cắt móng,cái,50000,25000,3,0,0,,,1734453901
6750572557988,Bóng đồ chơi size lớn ,cái,25000,9000,8,0,0,,,1734453881
6750572557990,Bóng đồ chơi size nhỏ,cái,20000,7900,26,0,0,,,1734453888
6750572557997,Cần câu mèo,cái,25000,9000,23,0,0,,,1734453758
675057255799f,Cát đậu nành Catsrang,túi,77000,70000,7,0,1,,,1742268063
67505725579a7,Cát Happy,túi,100000,86000,15,0,1,,,1734748335
67505725579af,Cát Min,túi,55000,38000,64,0,1,,,1759462424
67505725579b6,Cát Nhật ,túi,55000,41000,65,0,1,,,1734451353
67505725579c0,Catpy mèo con 500gr,gói,86000,52000,0,0,1,,,1734448637
67505725579d0,Cat's On 1kg,gói,70000,55500,5,18,1,,,1759738813
67505725579d7,Cat's On 500g,gói,38000,27750,5,16,1,,,1759738799
67505725579df,Catseye 13.5kg,bao,1000000,930000,0,0,1,,,1759738653
67505725579e7,Catseye 1kg,túi,85000,64000,2,-2,1,,,1779594532
67505725579ef,Catseye 500gr,túi,43000,32000,2,4,1,,,1759738622
67505725579f7,Catsrang 1kg,túi,95000,80400,6,282,1,,,1762167866
6750572557a00,Catsrang 500gr,gói,50000,40200,5,139,1,,,1762167850
6750572557a10,Chuông đa màu 22mm,cái,10000,2000,67,0,0,,,1734453866
6750572557a17,Chuông hình thú lớn,cái,35000,11300,4,0,0,,,1734452532
6750572557a1f,Chuông hình thú nhỏ,cái,20000,6500,64,0,0,,,1734452525
6750572557a27,Chuồng sơn tĩnh điện size L,cái,450000,390000,2,0,1,,,1734454398
6750572557a2f,Chuồng sơn tĩnh điện size M,cái,350000,290000,3,0,1,,,1734454392
6750572557a38,Chuồng sơn tĩnh điện size S,cái,235000,175000,0,0,1,,,1734454407
6750572557a40,Chuồng sơn tĩnh điện size XL,Cái,575000,530000,1,0,1,,,1734454403
6750572557a47,Ciao (4thanh),gói,30000,19000,0,0,0,,,1734450737
6750572557a50,Classic adult 20kg (bao xá),bao,760000,660000,0,0,1,,,1762167965
6750572557a57,Classic chó lớn 400gr,gói,23000,15700,114,0,1,,,1762167951
6750572557a5f,Classic chó nhỏ 400gr,gói,28000,20200,22,0,1,,,1762167975
6750572557a67,Cỏ mèo sấy khô,lọ,20000,10000,9,0,0,,,1734450835
6750572557a6f,Combo bát ăn và bình uống,cái,220000,150000,0,0,0,,,1734451270
6750572557a78,Đầm bèo size L,cái,55000,28000,0,0,0,,,1734452274
6750572557a80,Đầm bèo size M,cái,50000,28000,0,0,0,,,1734452270
6750572557a88,Đầm bèo size S,cái,45000,28000,0,0,0,,,1734452264
6750572557a90,Đầm bèo size XL,cái,60000,28000,0,0,0,,,1734452280
6750572557a98,Đầm dây size L,cái,50000,22000,0,0,0,,,1734452218
6750572557a9f,Đầm dây size M,cái,45000,22000,0,0,0,,,1734452242
6750572557aa7,Đầm dây size S,cái,40000,22000,0,0,0,,,1734452253
6750572557aaf,Đầm dây size XL,cái,55000,22000,1,0,0,,,1734452214
6750572557ab8,Dây chuyền vàng lớn,cái,40000,22000,11,0,0,,,1734453683
6750572557ac0,Dây chuyền vàng nhỏ,cái,35000,18000,0,0,0,,,1734453678
6750572557ac8,Dây cổ zichen 1.0,cái,40000,13500,19,0,0,,,1734452830
6750572557ad0,Dây cổ zichen 1.5,cái,50000,20000,22,0,0,,,1734452842
6750572557ad7,Dây dắt mèo đôi cánh thiên thần,cái,45000,20000,2,0,0,,,1734454696
6750572557adf,Dây dắt mèo gắn thú nhồi bông M,cái,60000,35000,1,0,0,,,1734454706
6750572557ae7,Dây dắt mèo gắn thú nhồi bông S,cái,50000,29000,0,0,0,,,1734455090
6750572557af0,Dây dắt mèo trơn,cái,40000,13000,1,0,0,,,1734454723
6750572557af8,Dây trêu mèo,cái,25000,12000,29,0,0,,,1734454735
6750572557b00,Dây xích hàn nhỏ,cái,40000,17000,20,0,0,,,1734453018
6750572557b07,Dây xích hàn trung,cái,50000,35000,24,0,0,,,1734453027
6750572557b0f,Dây xích lớn,cái,60000,50000,24,0,0,,,1734453010
6750572557b17,Dây xích nhỏ,cái,35000,25000,26,0,0,,,1734452990
6750572557b1f,Dây xích trung,cái,45000,35000,30,0,0,,,1734453001
6750572557b26,Dây yếm jean L,cái,75000,30000,3,0,0,,,1734452441
6750572557b30,Dây yếm jean M,cái,60000,25000,3,0,0,,,1734452436
6750572557b37,Dây yếm jean S,cái,45000,18000,6,0,0,,,1734452431
6750572557b3f,Dây yếm jean XL,cái,90000,37000,3,0,0,,,1734452449
6750572557b47,Dây yếm Police 2.0,cái,80000,50000,1,0,0,,,1734452460
6750572557b4f,Dây yếm Police 2.5,cái,100000,56000,0,0,0,,,1734452466
6750572557b57,Dây yếm zichen 1.0,cái,45000,18000,11,0,0,,,1734452380
6750572557b5e,Dây yếm zichen 1.5,cái,60000,22000,17,0,1,,,1734452415
6750572557b67,Địu L,cái,140000,68000,5,0,0,,,1734452192
6750572557b6f,Địu M,cái,120000,68000,2,0,0,,,1734452187
6750572557b77,Địu S,cái,100000,66000,5,0,0,,,1734452176
6750572557b7f,Đồ chơi con cá,con,25000,15000,27,0,0,,,1734453852
6750572557b87,DogSmile chó con 500gr,gói,45000,30000,15,0,1,,,1734450494
6750572557b8e,DogSmile chó lớn 500gr,gói,40000,28000,18,0,1,,,1734450486
6750572557b96,Dung dịch vệ sinh tai ,chai,80000,49600,13,0,1,,,1734454746
6750572557b9e,Eto Modex 10-25kg,viên,145000,74400,42,0,1,,,1734454622
6750572557ba7,Eto Modex 2-4kg,viên,95000,49600,77,0,1,,,1734454601
6750572557baf,Eto Modex 4-10kg,viên,105000,53733,87,0,1,,,1734454608
6750572557bb6,Fronil Extra 10-20kg,tuyp,45000,28520,39,0,1,,,1734454577
6750572557bbe,Fronil Extra 2-10kg,tuyp,35000,18910,9,0,1,,,1734454567
6750572557bc6,Fronil spot,tuyp,15000,0,115,0,1,,,1734454538
6750572557bd6,Ganador chó con vị sữa & DHA,gói,28000,21120,12,0,1,,,1734449592
6750572557be0,Ganador chó con vị trứng & sữa,gói,26000,18080,13,0,1,,,1734449682
6750572557be7,Ganador chó lớn vị bò nướng,gói,23000,15000,6,0,1,,,
6750572557bef,Ganador chó lớn vị cá hồi,gói,26000,18060,15,0,1,,,1734449644
6750572557bf7,Ganador chó lớn vị cừu & gạo,gói,23000,16720,9,0,1,,,1734449672
6750572557bff,Ganador chó lớn vị gà nướng,gói,23000,14020,18,0,1,,,1734449662
6750572557c0e,Gel Nuvita,tuyp,85000,52700,8,0,1,,,1734450849
6750572557c16,Gel tiêu búi lông Hairball cure,tuyp,80000,49280,10,0,1,,,1762167881
6750572557c1f,Hạt khử mùi cát mèo,chai,30000,20000,2,0,0,,,1734454306
6750572557c2f,Kem bôi nấm thảo dược cho chó,tuyp,129000,83850,13,0,1,,,1734454444
6750572557c36,Kem bôi nấm thảo dược cho mèo,tuyp,149000,96850,10,0,1,,,1734454449
6750572557c3e,Kem đánh răng,tuyp,65000,39000,1,0,0,,,1734453791
6750572557c46,Khăn lau mắt,hộp,45000,25000,6,0,0,,,1734454794
6750572557c4e,Khăn tắm lớn,cái,45000,35120,3,0,0,,,1734454137
6750572557c57,Khăn tắm nhỏ,cái,35000,20000,5,0,0,,,1734454132
6750572557c5f,Khay vệ sinh chó có thành,cái,150000,72000,1,0,0,,,1734453584
6750572557c67,Khay vệ sinh chó dẹp,cái,150000,72000,0,0,0,,,1734453576
6750572557c6e,Khay vệ sinh mèo,cái,120000,71760,4,0,0,,,1734453625
6750572557c76,Lò xo con chuột,cái,25000,9000,10,0,0,,,1734453773
6750572557c7e,Lõi cào móng,cái,90000,55000,3,0,0,,,1734453548
6750572557c86,Lược chải lông inox,cái,50000,21160,19,0,0,,,1734453830
6750572557c8d,Lược chải xù gỡ rối,cái,40000,10000,7,0,0,,,1734453802
6750572557c96,Lược nút bấm,cái,70000,35000,11,0,0,,,1734453822
6750572557c9e,Me-O mèo con 400gr,gói,45000,39000,19,0,1,,,1734448599
6750572557ca6,Me-O mèo lớn 350gr,gói,28000,22750,160,0,1,,,1734452154
6750572557cae,Me-O mother&baby cat 400gr,gói,55000,53000,9,0,1,,,1734448524
6750572557cb6,Minino tuna 1.3kg,túi,80000,66333,10,0,1,,,1734449075
6750572557cbd,Minino Tuna 480gr,gói,30000,24940,27,0,1,,,1734449060
6750572557cc6,Minino yum salmon 1.5kg,túi,120000,95400,3,0,1,,,1734449010
6750572557ccf,Minino yum salmon 350gr,gói,28000,22600,23,0,1,,,1734448990
6750572557cd7,Minino yum seafood 1.5kg,túi,115000,92400,4,0,1,,,1734449043
6750572557cdf,Minino yum seafood 350gr,gói,27000,22000,23,0,1,,,1734450333
6750572557ce6,Nệm tròn L,cái,150000,118000,3,0,0,,,1734454825
6750572557cee,Nệm tròn M,cái,120000,88000,3,0,0,,,1734454834
6750572557cf6,Nhà cào móng,cái,190000,160000,2,0,0,,,1734453558
6750572557cfe,Nhà vệ sinh bầu dục lớn,cái,270000,155000,0,0,0,,,1734453448
6750572557d05,Nhà vệ sinh bầu dục nhỏ,cái,250000,180000,2,0,0,,,1734453444
6750572557d0f,Nhà vệ sinh vuông size lớn,cái,380000,280000,4,0,1,,,1734453522
6750572557d16,Nhỏ gáy Imida cho mèo 0.9-2.3kg,tuyp,25000,15500,36,0,1,,,1734454515
6750572557d1e,Nhỏ gáy Imida cho mèo 2.3-4kg,tuyp,35000,20460,25,0,1,,,1734454520
6750572557d26,Nhỏ gáy Spreadline cho mèo 0.3ml,tuyp,90000,55800,14,0,1,,,1734454472
6750572557d2e,Nhỏ gáy Spreadline cho mèo 0.9ml,tuyp,120000,74400,12,0,1,,,1734454467
6750572557d3d,Nước hoa chó VMD,chai,170000,135680,0,0,1,,,1734454071
6750572557d46,Nước hoa Dimond 5ml,chai,40000,23000,0,0,0,,,1734454080
6750572557d4e,Nước hoa mèo VMD,chai,190000,125440,0,0,1,,,1734454066
6750572557d56,Pate chó gói Pedigree 130gr,gói,20000,15100,0,0,1,,,1735968278
6750572557d5e,Pate chó gói Pedigree 80gr,gói,15000,9500,25,0,1,,,1735968289
6750572557d66,Pate chó lon Hug,lon,33000,28000,0,0,1,,,1734450709
6750572557d6d,Pate chó lon Smartheart,lon,39000,32000,26,0,1,,,1779593914
6750572557d75,Pate chó mèo lon King's pet,lon,42000,35000,18,0,1,,,1779594822
6750572557d7d,Pate mèo gói Me-O,gói,15000,10800,21,0,1,,,1734451759
6750572557d86,Pate mèo gói Meowcat,gói,13000,9500,0,0,1,,,1734451935
6750572557d8e,Pate mèo gói Nekko ,gói,17000,13900,267,0,1,,,1734451748
6750572557d96,Pate mèo gói Snappy Tom,gói,15000,11500,14,0,1,,,1735968305
6750572557d9d,Pate mèo gói Snappy Tom trái cây,gói,16000,13500,26,0,1,,,1742268051
6750572557da5,Pate mèo gói Wanpy,gói,13000,10800,15,0,1,,,1734451917
6750572557dad,Pate mèo gói Whiskas,gói,13000,10000,237,0,1,,,1734451692
6750572557db5,Pate mèo gói Whiskas Tasty,gói,19000,14500,0,0,1,,,1734451909
6750572557dbe,Pate mèo lon Snappy Tom,lon,38000,29000,26,0,1,,,1734450659
6750572557dc5,Pate mèo lon Whiskas,lon,40000,32800,27,0,1,,,1734450678
6750572557dce,Relex cho mèo lớn vị cá hồi & cá cơm 2kg,túi,185000,181000,0,0,1,,,1734448909
6750572557dd6,Relex mèo con vị gà gạo 2kg,túi,175000,160000,0,0,1,,,1734454850
6750572557ddd,Relex mèo lớn triệt sản 2kg,túi,180000,176000,0,0,1,,,1734448814
6750572557de5,Relex mèo lớn vị gà gạo 2kg,túi,170000,153000,0,0,1,,,1734454868
6750572557ded,Relex Plus cho mèo kén ăn vị cá hồi 1.5kg,gói,200000,183000,0,0,1,,,1734448882
6750572557df5,Relex Plus dưỡng lông 1.5kg,gói,210000,192000,0,0,1,,,1734454875
6750572557dfe,Relex Plus hỗ trợ bệnh sỏi thận vị gà 1.5kg,túi,185000,170000,2,0,1,,,1779593885
6750572557e06,Relex Plus mèo con vị gà 1.5kg ,túi,155000,140000,0,0,1,,,
6750572557e0e,Relex Plus mèo lớn vị gà 1.5kg ,túi,155000,147000,2,0,1,,,1734448725
6750572557e16,Relex Plus mother&baby 1.5kg,gói,210000,192000,0,0,1,,,1734448777
6750572557e1d,Relex Plus tiêu búi lông vị cá hồi 1.5kg,túi,200000,183000,0,0,1,,,1734454907
6750572557e25,Relex Plus vị cá hồi 1.5kg,túi,165000,148000,0,0,1,,,1734448759
6750572557e2d,Rọ mõm da L,cái,70000,48000,5,0,0,,,1734454372
6750572557e35,Rọ mõm da M,cái,60000,40000,8,0,0,,,1734454364
6750572557e3e,Rọ mõm da S,cái,50000,32000,3,0,0,,,1734454342
6750572557e46,Rọ mõm da XL,cái,80000,65000,5,0,0,,,1734454359
6750572557e4d,Rọ mõm da XS,cái,40000,25000,5,0,0,,,1734454331
6750572557e55,Royal Kitten/ Mother & baby cat 2kg,gói,615000,471000,3,0,1,,,1762168033
6750572557e5d,Royal Kitten/ Mother&baby cat 400gr,túi,140000,120000,4,0,1,,,1762168003
6750572557e65,Shizuka,thanh,2000,1000,981,0,0,,,1734452820
6750572557e6c,Smartheart bò 1.5kg,gói,95000,77000,12,0,1,,,1759461625
6750572557e76,Smartheart bò 400gr,gói,27000,21500,32,0,1,,,1759461593
6750572557e7f,Smartheart pp 1.3kg,gói,100000,82000,26,0,1,,,1759461577
6750572557e87,Smartheart pp 400gr,gói,32000,25900,100,0,1,,,1759461402
6750572557e8e,Smartheart Small 1.3kg,gói,100000,82000,13,0,1,,,1759461553
6750572557e96,Smartheart Small 400gr,gói,32000,25900,48,0,1,,,1759461382
6750572557e9e,ST Diva,chai,160000,130000,2,0,1,,,1734454247
6750572557ea6,ST FAY 4 sao,chai,80000,57000,0,0,1,,,1734454168
6750572557ead,ST FAY chó con,chai,80000,41600,0,0,1,,,1734454219
6750572557eb6,ST FAY siêu mượt,chai,80000,55900,0,0,1,,,1734454227
6750572557ebe,ST J&D,chai,180000,149000,0,0,1,,,1734454270
6750572557ec6,ST khô Bubble Bath,chai,100000,63360,0,0,1,,,1734454210
6750572557ece,ST Micona,chai,145000,87000,14,0,1,,,1734454199
6750572557ed6,ST Oliver,chai,50000,27000,33,0,1,,,1734454159
6750572557edd,ST Pet Gel ,chai,175000,145000,3,0,1,,,1734454185
6750572557ee5,ST SOS ,chai,90000,70000,21,0,1,,,1734454263
6750572557eee,ST Vime trong,chai,70000,43400,22,0,1,,,1734454238
6750572557ef5,Sữa Bio,gói,35000,26500,20,0,1,,,1734450909
6750572557efd,Sữa Canine,gói,53000,32860,15,0,1,,,1734450892
6750572557f04,Sữa Feline,gói,56000,34720,18,0,1,,,1734450899
6750572557f0c,Súp thưởng Wanpy nắp vặn,gói,20000,13500,43,0,1,,,1734450758
6750572557f14,Tả Bỉm cái size L,cái,12000,6900,32,0,0,,,1734453939
6750572557f1b,Tả Bỉm cái size M,cái,10000,6400,26,0,0,,,1734453929
6750572557f23,Tả Bỉm cái size S,cái,8000,4333,29,0,0,,,1734453921
6750572557f2c,Tả Bỉm cái size XS,cái,6000,3920,24,0,0,,,1734453915
6750572557f34,Tả Bỉm đực size L,cái,10000,7080,25,0,0,,,1734453964
6750572557f3c,Tả Bỉm đực size M,cái,9000,6670,6,0,0,,,1734453958
6750572557f44,Tả Bỉm đực size S,cái,8000,6250,32,0,0,,,1734453948
6750572557f4c,Tả Bỉm đực size XL,cái,11000,7500,11,0,0,,,1734453971
6750572557f5b,Tháp banh,cái,120000,65000,2,0,0,,,1734453985
6750572557f64,Tháp banh kèm lò xo,cái,120000,67000,1,0,0,,,1734453776
6750572557f6c,Thịt sấy khô ,gói,20000,11700,12,54,0,,,1734450879
6750572557f73,Thuốc nhỏ mắt Genta,chai,20000,8631,26,0,1,,,1734454428
6750572557f7b,Thuốc nhỏ tai,chai,40000,24960,6,0,1,,,1734454423
6750572557f83,Túi vận chuyển hình thú cute size L,cái,160000,105000,1,0,0,,,1734452718
6750572557f8b,Túi vận chuyển hình thú cute size S,cái,120000,70000,0,0,0,,,1734452697
6750572557f92,Túi vận chuyển họa tiết size L,cái,160000,87000,1,0,0,,,1742268090
6750572557f9a,Túi vận chuyển họa tiết size M,cái,140000,87000,1,0,0,,,1742268083
6750572557fab,Túi vận chuyển họa tiết size S,cái,120000,87000,1,0,0,,,1742268076
6750572557fc2,Vaccine 4 bệnh,liều,230000,100000,32,0,0,,,1734452338
6750572557fca,Vaccine 5 bệnh,liều,150000,97000,27,0,1,,,1734452323
6750572557fd2,Vaccine 7 bệnh,liều,170000,92000,34,0,1,,,1734452316
6750572557fda,Vaccine dại,liều,30000,18000,13,0,1,,,1734452330
6750572557fe3,Váy công chúa ,cái,180000,150000,2,0,0,,,1734454950
6750572557feb,Váy dâu tây ,cái,80000,62000,1,0,0,,,1734454960
6750572557ff2,Vime Frondog ,chai,160000,101760,4,0,1,,,1734454317
6750572558002,Vòng chống liếm số 4,cái,70000,32600,0,0,0,,,1734451464
675057255800a,Vòng cổ 7 màu 1.0,cái,18000,6000,2,0,0,,,1734452860
6750572558011,Vòng cổ da chuông size lớn,cái,50000,26980,4,0,0,,,1734452940
6750572558019,Vòng cổ da chuông size nhỏ,cái,40000,19100,0,0,0,,,1734452933
6750572558022,Vòng cổ dù ,cái,20000,10000,8,0,0,,,1734454976
675057255802a,Vòng cổ nhiều chuông,cái,25000,6000,6,0,0,,,1734452905
6750572558032,vòng cổ policedog 1.5,cái,30000,13000,5,0,0,,,1734452490
675057255803a,Vòng cổ Policedog 2.0,cái,40000,16000,6,0,0,,,1734452498
6750572558041,Vòng cổ Policedog 2.5,cái,50000,20000,13,0,0,,,1734452505
6750572558049,Vòng cổ zichen 1.0,cái,20000,6000,36,0,0,,,1734452870
6750572558051,Vòng cổ zichen 1.5,cái,30000,8000,9,0,0,,,1734452876
675057255805a,Vòng loa chống liếm số 1,cái,65000,39000,1,0,0,,,1734451476
6750572558062,Vòng loa chống liếm số 3,cái,55000,23000,3,0,0,,,1734451494
675057255806a,Vòng loa chống liếm số 4,cái,50000,18000,3,0,0,,,1734451503
6750572558072,Vòng loa chống liếm số 5,cái,45000,16000,1,0,0,,,1734451511
6750572558079,Vòng loa chống liếm số 7,cái,35000,8000,0,0,0,,,1734451530
6750572558081,Vòng loa chống liếm số 8,cái,30000,8000,3,0,0,,,1734451546
6750572558089,Vòng thổ cẩm,cái,45000,23000,0,0,0,,,1734452952
6750572558090,Whiskas 1+ 400gr,gói,37000,29000,12,0,1,,,1762167901
6750572558099,"Whiskas 1+/2-12 (1,1kg/1,2kg)",túi,110000,100000,11,0,1,,,1782998356
67505725580a1,Whiskas 2-12 450gr,gói,52000,50000,20,0,1,,,1734449459
67505725580a9,Xẻng xúc cát lớn,cái,20000,6500,8,0,0,,,1734453638
67505725580b1,xẻng xúc cát nhỏ ,cái,15000,0,0,0,0,,,1734453644
67505725580b8,Xịt khử khuẩn,chai,80000,50000,2,0,0,,,1762167929
67505725580c0,Xịt nấm Fungikur,chai,105000,75000,8,0,0,,,1734454012
67505725580c8,Xịt viêm da mủ Fabricil,chai,100000,75000,4,0,0,,,1734454024
67505725580d0,Xúc xích Taotao pet,cây,3000,1440,454,0,0,,,1734450774
67505725580d9,Xương nơ sữa DoggyMan,gói,40000,25000,0,0,0,,,1734450724
67505725580e1,Xương Orgo,gói,25000,17500,19,0,0,,,1734450631
67505725580e9,Zenith hạt mềm chó 300gr,gói,55000,47500,10,0,1,,,1734449158
67505725580f0,Zenith hạt mềm chó 500gr,gói,85000,73333,12,0,1,,,1734449178
67505725580f8,Zenith hạt mềm mèo 300gr,gói,60000,53750,0,0,1,,,1734449104
6750572558100,Ganador chó lớn vị bò nướng 3kg,gói,135000,99800,0,0,1,,,
6750572558107,Ganador chó lớn vị gà nướng 3kg,gói,135000,99800,0,0,1,,,1734451568
6750572558111,Ganador chó lớn vị cá hồi 3kg,gói,180000,126300,1,0,1,,,
6750572558118,Vòng loa chống liếm số 6,cái,40000,13000,7,0,0,,,1734451521
6750572558127,Xịt ve rận Hanvet,chai,35000,16000,12,0,1,,,1734454035
675057255812f,Xịt viêm da Hanvet,chai,40000,21000,8,0,1,,,1734454040
6750572558137,Pate chó gói Smartheart,gói,18000,14400,52,0,1,,,1734450820
