id,date,productId,productName,quantity,sellingPrice,purchasePrice,note,createdAt,updatedAt
695630bf5a3d7,28-12-2025,6750572557cbd,"Minino Tuna 480gr",1,30000,24940,,1767256255,1767257393
695630bf5a3da,28-12-2025,6750572557fca,"Vaccine 5 bệnh",1,150000,97000,,1767256255,1767257393
695630bf5a3dd,28-12-2025,6750572557dad,"Pate mèo gói Whiskas",1,13000,10000,,1767256255,1767257393
695630bf5a3e0,28-12-2025,6750572557ab8,"Dây chuyền vàng lớn",1,40000,22000,,1767256255,1767257393
695630bf5a3e3,28-12-2025,6750572557f73,"Thuốc nhỏ mắt Genta",1,20000,8631,,1767256255,1767257393
695630bf5a3e6,28-12-2025,67505725580e9,"Zenith hạt mềm chó 300gr",4,52500,47500,,1767256255,1767257393
695630bf5a3e8,28-12-2025,6750572557d26,"Nhỏ gáy Spreadline cho mèo 0.3ml",1,90000,55800,,1767256255,1767257393
695630bf5a3eb,28-12-2025,6750572557dad,"Pate mèo gói Whiskas",3,13000,10000,,1767256255,1767257393
695630bf5a3ee,28-12-2025,6750572557dc5,"Pate mèo lon Whiskas",1,40000,32800,,1767256255,1767257393
695630bf5a3f1,28-12-2025,67505725579f7,"Catsrang 1kg",3,90000,80400,,1767256255,1767257393
695630bf5a3f3,28-12-2025,6750572557e96,"Smartheart Small 400gr",1,32000,25900,,1767256255,1767257393
695630bf5a3f6,28-12-2025,6750572557b87,"DogSmile chó con 500gr",1,45000,30000,,1767256255,1767257393
695630bf5a3f9,28-12-2025,6750572557ed6,"ST Oliver",1,50000,27000,,1767256255,1767257393
695630bf5a3fc,28-12-2025,6750572557fd2,"Vaccine 7 bệnh",2,170000,92000,,1767256255,1767257393
695630bf5a3ff,28-12-2025,6750572557ba7,"Eto Modex 2-4kg",1,95000,49600,,1767256255,1767257393
695630bf5a402,28-12-2025,67505725579af,"Cát Min",1,55000,38000,,1767256255,1767257393
695630bf5a404,28-12-2025,67505725580a9,"Xẻng xúc cát lớn",1,20000,6500,,1767256255,1767257393
695630bf5a407,28-12-2025,6750572557d8e,"Pate mèo gói Nekko ",1,0,13900,,1767256255,1767257393
695630bf5a40a,28-12-2025,6750572557e6c,"Smartheart bò 1.5kg",1,95000,77000,,1767256255,1767257393
695630bf5a40c,28-12-2025,6750572557e96,"Smartheart Small 400gr",1,32000,25900,,1767256255,1767257393
695630bf5a40f,28-12-2025,6750572557ca6,"Me-O mèo lớn 350gr",1,28000,22750,,1767256255,1767257393
695630bf5a412,28-12-2025,6750572557dad,"Pate mèo gói Whiskas",28,13000,10000,,1767256255,1767257393
695630bf5a415,28-12-2025,6750572557990,"Bóng đồ chơi size nhỏ",1,20000,7900,,1767256255,1767257393
695630bf5a417,28-12-2025,6750572557b8e,"DogSmile chó lớn 500gr",1,40000,28000,,1767256255,1767257393
695630bf5a41a,28-12-2025,67505725579b6,"Cát Nhật ",1,55000,41000,,1767256255,1767257393
695634a1a63cb,29-12-2025,67505725579b6,"Cát Nhật ",1,55000,41000,,1767257249,1767257393
695634a1a63d3,29-12-2025,68665612bae83,"Langlike 500gr",2,43000,37500,,1767257249,1767257393
695634a1a63d7,29-12-2025,6750572557ca6,"Me-O mèo lớn 350gr",1,28000,22750,,1767257249,1767257393
695634a1a63da,29-12-2025,67505725580d0,"Xúc xích Taotao pet",30,2166.67,1440,,1767257249,1767257393
695634a1a63dd,29-12-2025,67505725579b6,"Cát Nhật ",1,55000,41000,,1767257249,1767257393
695634a1a63e0,29-12-2025,6750572557dad,"Pate mèo gói Whiskas",2,13000,10000,,1767257249,1767257393
695634a1a63e2,29-12-2025,6750572557a2f,"Chuồng sơn tĩnh điện size M",1,365000,315000,,1767257249,1767257393
695634a1a63e5,29-12-2025,6750572557e87,"Smartheart pp 400gr",1,32000,25900,,1767257249,1767257393
695634a1a63e8,29-12-2025,6750572557ee5,"ST SOS ",1,90000,70000,,1767257249,1767257393
695634a1a63eb,29-12-2025,6858c151f0b6b,"Mr. Vet mèo T3",1,0,110000,,1767257249,1767257393
695634a1a63ee,29-12-2025,675057255816e,"Catpy 1kg",1,0,78000,,1767257249,1767257393
695634a1a63f1,29-12-2025,675057255799f,"Cát đậu nành Catsrang",1,0,70000,,1767257249,1767257393
695634a1a63f3,29-12-2025,6750572557e96,"Smartheart Small 400gr",1,32000,25900,,1767257249,1767257393
695634a1a63f6,29-12-2025,6750572557cbd,"Minino Tuna 480gr",2,30000,24940,,1767257249,1767257393
695634a1a63f9,29-12-2025,6750572557ccf,"Minino yum salmon 350gr",1,28000,22600,,1767257249,1767257393
695634a1a63fc,29-12-2025,6750572557ef5,"Sữa Bio",2,35000,26500,,1767257249,1767257393
695634a1a63fe,29-12-2025,67505725580e9,"Zenith hạt mềm chó 300gr",2,55000,47500,,1767257249,1767257393
695634a1a6401,29-12-2025,6750572557e87,"Smartheart pp 400gr",2,32000,25900,,1767257249,1767257393
695634a1a6404,29-12-2025,6750572557c2f,"Kem bôi nấm thảo dược cho chó",1,129000,83850,,1767257249,1767257393
695634a1a6407,29-12-2025,6750572557f3c,"Tả Bỉm đực size M",2,9000,6670,,1767257249,1767257393
695634a1a6409,29-12-2025,67505725579b6,"Cát Nhật ",1,55000,41000,,1767257249,1767257393
695634a1a640c,29-12-2025,67505725579af,"Cát Min",2,55000,38000,,1767257249,1767257393
695634a1a640f,29-12-2025,683fb3bf9a6bd,"Mr. Vet mèo T1",2,125000,94000,,1767257249,1767257393
695634a1a6412,29-12-2025,6750572557dc5,"Pate mèo lon Whiskas",2,40000,32800,,1767257249,1767257393
695634a1a6415,29-12-2025,6761af9b784da,"Thịt sấy khô lishi hộp không trứng",1,160000,90000,,1767257249,1767257393
695634a1a6417,29-12-2025,6750572558049,"Vòng cổ zichen 1.0",2,20000,6000,,1767257249,1767257393
695634a1a641a,29-12-2025,6750572557c76,"Lò xo con chuột",1,25000,9000,,1767257249,1767257393
695634a1a641d,29-12-2025,67505725579f7,"Catsrang 1kg",1,90000,80400,,1767257249,1767257393
695634a1a6420,29-12-2025,6750572557d8e,"Pate mèo gói Nekko ",1,0,13900,,1767257249,1767257393
695634a1a6423,29-12-2025,67505725579f7,"Catsrang 1kg",1,90000,80400,,1767257249,1767257393
6956375ef1c49,30-12-2025,67505725579f7,"Catsrang 1kg",1,90000,80400,,1767257950,1767257950
6956375ef1c51,30-12-2025,6750572558146,"Gà viên sấy khô Lishi 500g",1,180000,125000,,1767257950,1767257950
6956375ef1c55,30-12-2025,6750572557b9e,"Eto Modex 10-25kg",1,145000,74400,,1767257950,1767257950
6956375ef1c58,30-12-2025,6750572557af0,"Dây dắt mèo trơn",1,40000,13000,,1767257950,1767257950
6956375ef1c5b,30-12-2025,6750572557ca6,"Me-O mèo lớn 350gr",1,28000,22750,,1767257950,1767257950
6956375ef1c5d,30-12-2025,6750572557fd2,"Vaccine 7 bệnh",1,170000,92000,,1767257950,1767257950
6956375ef1c60,30-12-2025,683fb3bf9a6bd,"Mr. Vet mèo T1",1,125000,94000,,1767257950,1767257950
6956375ef1c63,30-12-2025,67505725580d0,"Xúc xích Taotao pet",10,3000,1440,,1767257950,1767257950
6956375ef1c66,30-12-2025,683fb6d34f722,"Súp thưởng Mr. Vet mèo (4thanh)",1,20000,7200,,1767257950,1767257950
6956375ef1c69,30-12-2025,67c6683f0548c,"Wanpy (5thanh)",1,30000,18000,,1767257950,1767257950
6956375ef1c6b,30-12-2025,6750572557ca6,"Me-O mèo lớn 350gr",3,28000,22750,,1767257950,1767257950
6956375ef1c6e,30-12-2025,68527c933e440,"Áo thun gân size 2XL",1,65000,20000,,1767257950,1767257950
6956375ef1c71,30-12-2025,67624458c98a2,"Vòng cổ kèm chuông đại size S",1,35000,12000,,1767257950,1767257950
6956375ef1c74,30-12-2025,67505725579a7,"Cát Happy",1,100000,86000,,1767257950,1767257950
6956375ef1c77,30-12-2025,6750572557d8e,"Pate mèo gói Nekko ",20,17000,13900,,1767257950,1767257950
6956375ef1c79,30-12-2025,67505725580c8,"Xịt viêm da mủ Fabricil",1,100000,75000,,1767257950,1767257950
6956375ef1c7c,30-12-2025,67505725579e7,"Catseye 1kg",1,85000,64000,,1767257950,1767257950
6956375ef1c7f,30-12-2025,67505725579d0,"Cat's On 1kg",1,70000,55500,,1767257950,1767257950
6956375ef1c82,30-12-2025,6750572557dad,"Pate mèo gói Whiskas",1,13000,10000,,1767257950,1767257950
6956375ef1c85,30-12-2025,6750572557f04,"Sữa Feline",1,56000,34720,,1767257950,1767257950
6956375ef1c88,30-12-2025,675057255796f,"Bình sữa nhỏ",1,35000,20000,,1767257950,1767257950
6956375ef1c8a,30-12-2025,6750572557d8e,"Pate mèo gói Nekko ",1,17000,13900,,1767257950,1767257950
6956375ef1c8d,30-12-2025,675057255788f,"Apro 500gr",1,28000,21500,,1767257950,1767257950
6956375ef1c95,30-12-2025,6750572557cbd,"Minino Tuna 480gr",1,30000,24940,,1767257950,1767257950
6956375ef1c98,30-12-2025,6750572557ca6,"Me-O mèo lớn 350gr",4,28000,22750,,1767257950,1767257950
6956375ef1c9b,30-12-2025,6750572557bef,"Ganador chó lớn vị cá hồi",2,26000,18060,,1767257950,1767257950
6956375ef1c9d,30-12-2025,6750572557e5d,"Royal Kitten/ Mother&baby cat 400gr",1,140000,120000,,1767257950,1767257950
6956375ef1ca0,30-12-2025,683fb6d34f722,"Súp thưởng Mr. Vet mèo (4thanh)",1,20000,7200,,1767257950,1767257950
6956375ef1ca3,30-12-2025,6750572557fda,"Vaccine dại",2,30000,18000,,1767257950,1767257950
6956375ef1ca6,30-12-2025,67505725579b6,"Cát Nhật ",1,55000,41000,,1767257950,1767257950
6956375ef1ca9,30-12-2025,6750572557d8e,"Pate mèo gói Nekko ",1,0,13900,,1767257950,1767257950
69563992ac374,31-12-2025,6750572557be7,"Ganador chó lớn vị bò nướng",2,23000,15000,,1767258514,1767258514
69563992ac37c,31-12-2025,686655f7c1699,"Langlike 1kg",1,80000,65000,,1767258514,1767258514
69563992ac380,31-12-2025,6750572557dad,"Pate mèo gói Whiskas",28,13000,10000,,1767258514,1767258514
69563992ac383,31-12-2025,67505725579af,"Cát Min",1,55000,38000,,1767258514,1767258514
69563992ac386,31-12-2025,6750572557a5f,"Classic chó nhỏ 400gr",1,18000,20200,,1767258514,1767258514
69563992ac389,31-12-2025,68665612bae83,"Langlike 500gr",1,43000,37500,,1767258514,1767258514
69563992ac38b,31-12-2025,6750572557ac8,"Dây cổ zichen 1.0",1,40000,13500,,1767258514,1767258514
69563992ac38e,31-12-2025,67505725579b6,"Cát Nhật ",1,55000,41000,,1767258514,1767258514
69563992ac391,31-12-2025,6750572557e96,"Smartheart Small 400gr",1,32000,25900,,1767258514,1767258514
69563992ac394,31-12-2025,675057255812f,"Xịt viêm da Hanvet",1,40000,21000,,1767258514,1767258514
69563992ac397,31-12-2025,6750572558099,"Whiskas 1+/2-12 (1,1kg/1,2kg)",1,110000,100000,,1767258514,1767258514
69563992ac39a,31-12-2025,6858c151f0b6b,"Mr. Vet mèo T3",1,140000,110000,,1767258514,1767258514
69563992ac39d,31-12-2025,6750572557d8e,"Pate mèo gói Nekko ",2,17000,13900,,1767258514,1767258514
69563992ac3a0,31-12-2025,6869e5fc67b1e,"Pate mèo gói Mr. Vet",2,12000,7600,,1767258514,1767258514
69563992ac3a3,31-12-2025,6750572558090,"Whiskas 1+ 400gr",3,37000,29000,,1767258514,1767258514
69563992ac3a6,31-12-2025,68527c933e440,"Áo thun gân size 2XL",1,65000,20000,,1767258514,1767258514
69563992ac3a9,31-12-2025,6750572557f73,"Thuốc nhỏ mắt Genta",1,20000,8631,,1767258514,1767258514
69563992ac3ab,31-12-2025,6750572557f3c,"Tả Bỉm đực size M",4,9000,6670,,1767258514,1767258514
69563992ac3ae,31-12-2025,6750572557b96,"Dung dịch vệ sinh tai ",1,80000,49600,,1767258514,1767258514
69563992ac3b1,31-12-2025,695224d95e12c,"Áo thun gân size 4XL",1,75000,30000,,1767258514,1767258514
69591eb2bef7a,01-01-2026,67505725579b6,"Cát Nhật ",1,55000,41000,,1767448242,1767448242
69591eb2bef82,01-01-2026,67505725579f7,"Catsrang 1kg",1,90000,80400,,1767448242,1767448242
69591eb2bef85,01-01-2026,6750572557e96,"Smartheart Small 400gr",1,32000,25900,,1767448242,1767448242
69591eb2bef88,01-01-2026,6750572557ca6,"Me-O mèo lớn 350gr",1,28000,22750,,1767448242,1767448242
69591eb2bef8b,01-01-2026,67505725580d0,"Xúc xích Taotao pet",5,0,1440,,1767448242,1767448242
69591eb2bef8d,01-01-2026,675057255799f,"Cát đậu nành Catsrang",1,0,70000,,1767448242,1767448242
69591eb2bef90,01-01-2026,6750572557d8e,"Pate mèo gói Nekko ",2,0,13900,,1767448242,1767448242
69591eb2bef93,01-01-2026,67505725580e1,"Xương Orgo",1,25000,17500,,1767448242,1767448242
69591eb2bef96,01-01-2026,67505725579b6,"Cát Nhật ",2,55000,41000,,1767448242,1767448242
69591eb2bef98,01-01-2026,6750572557e65,Shizuka,1,0,1000,,1767448242,1767448242
69591eb2bef9b,01-01-2026,6750572557d8e,"Pate mèo gói Nekko ",1,17000,13900,,1767448242,1767448242
69591eb2bef9e,01-01-2026,6750572557d75,"Pate chó mèo lon King's pet",1,42000,35000,,1767448242,1767448242
69591eb2befa1,01-01-2026,6750572558090,"Whiskas 1+ 400gr",1,37000,29000,,1767448242,1767448242
69591eb2befa3,01-01-2026,6750572557e65,Shizuka,5,2000,1000,,1767448242,1767448242
69591eb2befa6,01-01-2026,6952252a23457,"Áo thun gân size 5XL",2,75000,30000,,1767448242,1767448242
69591eb2befa9,01-01-2026,6750572557d8e,"Pate mèo gói Nekko ",5,17000,13900,,1767448242,1767448242
69591eb2befab,01-01-2026,6750572557baf,"Eto Modex 4-10kg",1,105000,53733,,1767448242,1767448242
69591eb2befae,01-01-2026,6750572558099,"Whiskas 1+/2-12 (1,1kg/1,2kg)",1,110000,100000,,1767448242,1767448242
69591eb2befb1,01-01-2026,6750572557f0c,"Súp thưởng Wanpy nắp vặn",1,20000,13500,,1767448242,1767448242
69591eb2befb3,01-01-2026,675057255805a,"Vòng loa chống liếm số 1",1,65000,39000,,1767448242,1767448242
69591eb2befb6,01-01-2026,6750572557b57,"Dây yếm zichen 1.0",1,45000,18000,,1767448242,1767448242
69591ffa08a75,01-01-2026,68527c42bdedb,"Áo thun gân size M",1,50000,20000,,1767448570,1767448570
6959229c2e5de,02-01-2026,68527cb6bf377,"Áo thun gân size 3XL",1,70000,20000,,1767449244,1767449244
6959229c2e5e6,02-01-2026,6750572558146,"Gà viên sấy khô Lishi 500g",1,180000,125000,,1767449244,1767449244
6959229c2e5e9,02-01-2026,67505725579af,"Cát Min",7,50000,38000,,1767449244,1767449244
6959229c2e5ec,02-01-2026,6750572557cbd,"Minino Tuna 480gr",1,30000,24940,,1767449244,1767449244
6959229c2e5ef,02-01-2026,6750572557ca6,"Me-O mèo lớn 350gr",1,28000,22750,,1767449244,1767449244
6959229c2e5f2,02-01-2026,67505725580d0,"Xúc xích Taotao pet",2,0,1440,,1767449244,1767449244
6959229c2e5f5,02-01-2026,6750572557e65,Shizuka,10,2000,1000,,1767449244,1767449244
6959229c2e5f7,02-01-2026,6750572557e96,"Smartheart Small 400gr",1,32000,25900,,1767449244,1767449244
6959229c2e5fa,02-01-2026,67505725580e1,"Xương Orgo",2,25000,17500,,1767449244,1767449244
6959229c2e5fd,02-01-2026,6750572557ca6,"Me-O mèo lớn 350gr",2,28000,22750,,1767449244,1767449244
6959229c2e600,02-01-2026,6750572558099,"Whiskas 1+/2-12 (1,1kg/1,2kg)",1,110000,100000,,1767449244,1767449244
6959229c2e603,02-01-2026,6750572557baf,"Eto Modex 4-10kg",2,105000,53733,,1767449244,1767449244
6959229c2e605,02-01-2026,6750572557e65,Shizuka,16,2000,1000,,1767449244,1767449244
6959229c2e608,02-01-2026,67505725579f7,"Catsrang 1kg",1,90000,80400,,1767449244,1767449244
6959229c2e60b,02-01-2026,6750572557ca6,"Me-O mèo lớn 350gr",1,28000,22750,,1767449244,1767449244
6959229c2e60d,02-01-2026,6750572557ac8,"Dây cổ zichen 1.0",1,40000,13500,,1767449244,1767449244
6959229c2e610,02-01-2026,67505725579d0,"Cat's On 1kg",1,70000,55500,,1767449244,1767449244
6959229c2e613,02-01-2026,6869e5fc67b1e,"Pate mèo gói Mr. Vet",1,12000,7600,,1767449244,1767449244
6959229c2e615,02-01-2026,683fb42016c78,"Mymeo 500g",1,32000,24500,,1767449244,1767449244
6959229c2e618,02-01-2026,675057255788f,"Apro 500gr",2,28000,21500,,1767449244,1767449244
6959229c2e61b,02-01-2026,67505725579f7,"Catsrang 1kg",1,90000,80400,,1767449244,1767449244
6959229c2e61e,02-01-2026,6750572557cdf,"Minino yum seafood 350gr",1,27000,22000,,1767449244,1767449244
6959229c2e620,02-01-2026,6750572557ccf,"Minino yum salmon 350gr",2,28000,22600,,1767449244,1767449244
6959229c2e623,02-01-2026,6750572557cbd,"Minino Tuna 480gr",1,30000,24940,,1767449244,1767449244
6959229c2e626,02-01-2026,67505725580d0,"Xúc xích Taotao pet",30,2166.67,1440,,1767449244,1767449244
6959229c2e628,02-01-2026,6750572557baf,"Eto Modex 4-10kg",1,105000,53733,,1767449244,1767449244
695925cda6785,03-01-2026,6750572557d8e,"Pate mèo gói Nekko ",1,17000,13900,,1767450061,1767450061
695925cda678d,03-01-2026,6750572557a00,"Catsrang 500gr",1,48000,40200,,1767450061,1767450061
695925cda6791,03-01-2026,6750572557cbd,"Minino Tuna 480gr",1,30000,24940,,1767450061,1767450061
695925cda6794,03-01-2026,67505725580d0,"Xúc xích Taotao pet",5,3000,1440,,1767450061,1767450061
695925cda6796,03-01-2026,6750572557bd6,"Ganador chó con vị sữa & DHA",1,28000,21120,,1767450061,1767450061
695925cda6799,03-01-2026,693fd655bcc12,"Vòng cổ may mắn",2,35000,20000,,1767450061,1767450061
695925cda679c,03-01-2026,6750572557fda,"Vaccine dại",2,20000,18000,,1767450061,1767450061
695925cda679f,03-01-2026,68527c5aa03ff,"Áo thun gân size L",1,35000,20000,,1767450061,1767450061
695925cda67a1,03-01-2026,67505725580d0,"Xúc xích Taotao pet",2,3000,1440,,1767450061,1767450061
695925cda67a4,03-01-2026,6750572557ca6,"Me-O mèo lớn 350gr",1,28000,22750,,1767450061,1767450061
695925cda67a7,03-01-2026,6750572557fda,"Vaccine dại",1,30000,18000,,1767450061,1767450061
695925cda67a9,03-01-2026,675057255797f,"Bộ kiềm dũa cắt móng",1,50000,25000,,1767450061,1767450061
695925cda67ac,03-01-2026,693fd655bcc12,"Vòng cổ may mắn",1,45000,20000,,1767450061,1767450061
695925cda67af,03-01-2026,6858c151f0b6b,"Mr. Vet mèo T3",1,0,110000,,1767450061,1767450061
695925cda67b1,03-01-2026,6750572558166,"Catpy 500g",1,0,39000,,1767450061,1767450061
695925cda67b4,03-01-2026,6750572557d8e,"Pate mèo gói Nekko ",2,17000,13900,,1767450061,1767450061
695925cda67b7,03-01-2026,6750572557fda,"Vaccine dại",1,30000,18000,,1767450061,1767450061
695925cda67ba,03-01-2026,67505725581d6,"Que gặm DoggyMan",1,50000,39750,,1767450061,1767450061
695925cda67bc,03-01-2026,67505725580e1,"Xương Orgo",1,20000,17500,,1767450061,1767450061
695925cda67bf,03-01-2026,6750572557ac8,"Dây cổ zichen 1.0",1,40000,13500,,1767450061,1767450061
695925cda67c2,03-01-2026,6750572557e65,Shizuka,10,2000,1000,,1767450061,1767450061
695925cda67c4,03-01-2026,6750572557fda,"Vaccine dại",1,30000,18000,,1767450061,1767450061
695925cda67c7,03-01-2026,67505725580d0,"Xúc xích Taotao pet",13,3000,1440,,1767450061,1767450061
695925cda67ca,03-01-2026,6750572557dad,"Pate mèo gói Whiskas",2,13000,10000,,1767450061,1767450061
695925cda67cd,03-01-2026,6750572557d6d,"Pate chó lon Smartheart",1,39000,32000,,1767450061,1767450061
695925cda67cf,03-01-2026,6750572557d7d,"Pate mèo gói Me-O",1,15000,10800,,1767450061,1767450061
695925cda67d2,03-01-2026,67505725579ef,"Catseye 500gr",1,45000,32000,,1767450061,1767450061
695925cda67d5,03-01-2026,68665612bae83,"Langlike 500gr",1,43000,37500,,1767450061,1767450061
695925cda67d7,03-01-2026,6750572557f3c,"Tả Bỉm đực size M",1,9000,6670,,1767450061,1767450061
695925cda67da,03-01-2026,6869e5fc67b1e,"Pate mèo gói Mr. Vet",4,12000,7600,,1767450061,1767450061
695925cda67dd,03-01-2026,67505725581d6,"Que gặm DoggyMan",1,50000,39750,,1767450061,1767450061
695925cda67e0,03-01-2026,6750572557dbe,"Pate mèo lon Snappy Tom",1,38000,29000,,1767450061,1767450061
695925cda67e2,03-01-2026,6750572557e87,"Smartheart pp 400gr",1,32000,25900,,1767450061,1767450061
695925cda67e5,03-01-2026,686655cd5db7c,"Langlike 5kg",1,350000,325000,,1767450061,1767450061
695925cda67e8,03-01-2026,6750572557b9e,"Eto Modex 10-25kg",3,145000,74400,,1767450061,1767450061
695925cda67ea,03-01-2026,67505725580e1,"Xương Orgo",3,25000,17500,,1767450061,1767450061
695b391d0e622,04-01-2026,6750572557d7d,"Pate mèo gói Me-O",1,15000,10800,,1767586077,1767586077
695b391d0e62a,04-01-2026,6750572557d8e,"Pate mèo gói Nekko ",1,0,13900,,1767586077,1767586077
695b391d0e62d,04-01-2026,6750572557dad,"Pate mèo gói Whiskas",2,13000,10000,,1767586077,1767586077
695b391d0e630,04-01-2026,6750572557d8e,"Pate mèo gói Nekko ",2,17000,13900,,1767586077,1767586077
695b391d0e633,04-01-2026,67505725579f7,"Catsrang 1kg",1,90000,80400,,1767586077,1767586077
695b391d0e636,04-01-2026,6750572557e5d,"Royal Kitten/ Mother&baby cat 400gr",1,140000,120000,,1767586077,1767586077
695b391d0e638,04-01-2026,6750572558049,"Vòng cổ zichen 1.0",1,20000,6000,,1767586077,1767586077
695b391d0e63b,04-01-2026,6750572557f0c,"Súp thưởng Wanpy nắp vặn",1,20000,13500,,1767586077,1767586077
695b391d0e63e,04-01-2026,6750572558146,"Gà viên sấy khô Lishi 500g",1,180000,125000,,1767586077,1767586077
695b391d0e641,04-01-2026,67505725579b6,"Cát Nhật ",2,55000,41000,,1767586077,1767586077
695b391d0e643,04-01-2026,686655f7c1699,"Langlike 1kg",2,80000,65000,,1767586077,1767586077
695b391d0e646,04-01-2026,6750572557cbd,"Minino Tuna 480gr",1,30000,24940,,1767586077,1767586077
695b391d0e649,04-01-2026,675057255799f,"Cát đậu nành Catsrang",1,77000,70000,,1767586077,1767586077
695b391d0e64b,04-01-2026,67505725579a7,"Cát Happy",1,100000,86000,,1767586077,1767586077
695b391d0e64e,04-01-2026,67505725579f7,"Catsrang 1kg",2,90000,80400,,1767586077,1767586077
695b391d0e651,04-01-2026,6952262f44f35,"Súp thưởng Langlike",2,0,0,,1767586077,1767586077
695b391d0e654,04-01-2026,6750572557dad,"Pate mèo gói Whiskas",30,13000,10000,,1767586077,1767586077
695b391d0e656,04-01-2026,6750572557fd2,"Vaccine 7 bệnh",1,170000,92000,,1767586077,1767586077
695b391d0e659,04-01-2026,6750572557ca6,"Me-O mèo lớn 350gr",2,28000,22750,,1767586077,1767586077
695b391d0e65c,04-01-2026,6750572557fda,"Vaccine dại",1,30000,18000,,1767586077,1767586077
695b391d0e65e,04-01-2026,6750572557e96,"Smartheart Small 400gr",1,32000,25900,,1767586077,1767586077
695b391d0e661,04-01-2026,6750572557d8e,"Pate mèo gói Nekko ",1,0,13900,,1767586077,1767586077
695b391d0e664,04-01-2026,6750572557d8e,"Pate mèo gói Nekko ",2,17000,13900,,1767586077,1767586077
695b391d0e667,04-01-2026,686655f7c1699,"Langlike 1kg",2,80000,65000,,1767586077,1767586077
695b391d0e669,04-01-2026,6750572557b96,"Dung dịch vệ sinh tai ",1,0,49600,,1767586077,1767586077
695b391d0e66c,04-01-2026,675057255799f,"Cát đậu nành Catsrang",1,0,70000,,1767586077,1767586077
